Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,success_level
ASH: Archaic Sealed Heat,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,74.0,,7.8,,Mistwalker,E10+,1
DreamWorks Super Star Kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.12,69.0,,7.4,,Activision,E,1
Dorabase 2: Nettou Ultra Stadium,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,75.0,,7.4,,Unknown,Unknown,1
Where the Wild Things Are,Wii,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12,65.0,6.0,7.7,,Griptonite Games,E10+,1
Center Ring Boxing,SAT,1994.0,Fighting,JVC,0.0,0.0,0.12,0.0,0.12,72.0,,7.6,,Unknown,Unknown,1
NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,Treyarch,E,1
Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12,54.0,23.0,7.0,10.0,Bits Studios,M,1
F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81.0,11.0,6.4,10.0,Visual Sciences,E,1
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.12,74.0,45.0,7.3,9.0,Q Entertainment,E,1
FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,73.0,23.0,7.7,22.0,EA Canada,E,1
Cabela's North American Adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,75.0,,7.4,,FUN Labs,T,1
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65.0,52.0,6.0,133.0,Maxis,T,1
Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,21.0,5.0,5.0,25.0,Ubisoft,T,1
Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12,79.0,21.0,9.1,11.0,Eurocom Entertainment Software,T,1
Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010.0,Adventure,Foreign Media Games,0.08,0.03,0.0,0.01,0.12,55.0,4.0,7.6,,MumboJumbo,T,1
Dynasty Warriors 8: Xtreme Legends,PSV,2013.0,Action,Tecmo Koei,0.03,0.02,0.05,0.02,0.12,68.0,,7.4,,Unknown,Unknown,1
GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11,77.0,12.0,6.0,4.0,MTO,E,1
Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Karaoke Revolution Presents American Idol Encore 2,PS3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11,69.0,,7.1,,Blitz Games,E10+,1
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,19.0,8.2,27.0,Koei Tecmo Games,M,1
DOA 2: Dead or Alive 2 Hardcore,PS2,2000.0,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,72.0,,7.6,,Unknown,Unknown,1
Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68.0,18.0,7.4,18.0,From Software,M,1
Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.11,73.0,,7.4,,Unknown,Unknown,1
Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11,59.0,5.0,7.5,6.0,Sand Grain Studios,T,1
SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11,78.0,15.0,7.4,,Rainbow Studios,E,1
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,69.0,,8.3,10.0,ValuSoft,E,1
Nobunaga no Yabou: Tenshoki,SAT,1995.0,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,73.0,,7.8,,Unknown,Unknown,1
F1 Racing Championship,PS,2000.0,Racing,Video System,0.06,0.04,0.0,0.01,0.11,69.0,,7.4,,Unknown,Unknown,1
Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,Human Head Studios,T,1
Smash Cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9.0,5.0,Creat Studios,E,1
NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11,68.0,26.0,8.9,16.0,EA Tiburon,E,1
Merv Griffin's Crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.11,70.0,,7.5,,"Pipeworks Software, Inc.",E,1
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,Polygon Magic,E,1
Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11,77.0,24.0,7.9,27.0,Animation Arts,T,1
SingStar Latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11,69.0,,7.1,,SCEE London Studio,T,1
NFL Tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,45.0,24.0,7.4,,EA Tiburon,E,1
Minute to Win It,DS,2010.0,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.11,69.0,,7.1,,Smack Down Productions,E,1
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,5.0,3.4,65.0,HB Studios Multimedia,E,1
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,75.0,,7.4,,Unknown,Unknown,1
Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11,72.0,,7.6,,Unknown,Unknown,1
Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61.0,8.0,6.5,8.0,Sting,E10+,1
ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.1,0.0,0.0,0.01,0.11,74.0,27.0,5.8,11.0,Infinite Interactive,E10+,1
Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11,76.0,20.0,8.1,7.0,Digital Eclipse,E,1
Doukoku Shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0,0.11,66.0,,7.6,,Unknown,Unknown,1
LEGO Knights' Kingdom,GBA,2004.0,Action,THQ,0.08,0.03,0.0,0.0,0.11,62.0,4.0,7.4,,Razorback Developments,E,1
Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,74.0,,8.9,15.0,Matrix Software,T,1
Taiko Drum Master: Tokumori!,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,69.0,,7.1,,Unknown,Unknown,1
Disney Art Academy,3DS,2016.0,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,16.0,6.8,5.0,Headstrong Games,E,1
A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,17.0,6.2,9.0,"Nippon Ichi Software, Hit Maker",E10+,1
MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,62.0,16.0,7.4,,Electronic Arts,E10+,1
Persona 5,PS3,2016.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,74.0,,7.8,,Atlus,Unknown,1
Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,20.0,6.8,44.0,Tamsoft,T,1
Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,77.0,30.0,7.3,15.0,Indies Zero,E,1
NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,49.0,11.0,7.4,,DC Studios,E,1
Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.11,68.0,,7.4,,Monkey Bar Games,E,1
Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11,69.0,12.0,8.1,20.0,Neverland,T,1
Pocket Soccer League: Calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,75.0,,7.4,,Unknown,Unknown,1
Army Men: Sarge's War,XB,2004.0,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11,44.0,26.0,7.4,,Tactical Development,T,1
Primal Rage,PS,1994.0,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11,72.0,,7.6,,Unknown,Unknown,1
FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11,63.0,16.0,5.7,7.0,EA Canada,E,1
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11,45.0,30.0,5.4,16.0,Visual Concepts,T,1
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,55.0,29.0,5.2,18.0,"Artificial Studios, Immersion Software & Graphics",T,1
Taito Legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,68.0,18.0,7.1,,Empire Oxford,T,1
Mechanic Master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,76.0,9.0,7.5,,Most Wanted Entertainment,E,1
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,"Funatics Software, Funatics",T,1
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11,76.0,7.0,7.4,,Ubisoft Milan,T,1
Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11,72.0,35.0,7.7,,Namco,E,1
Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,0.11,70.0,,7.5,,Big Blue Bubble Inc.,E,1
BoomBots,PS,1999.0,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11,72.0,,7.6,,Unknown,Unknown,1
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,E,1
Star Trek: Conquest,PS2,2008.0,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11,54.0,15.0,9.1,10.0,4J Studios,E,1
Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,40.0,21.0,6.5,10.0,Sidhe Interactive,M,1
World Championship Rugby,PS2,2004.0,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,75.0,,7.4,,Unknown,Unknown,1
The Price is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11,69.0,,7.1,,Ludia Inc.,E10+,1
Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,81.0,37.0,8.5,35.0,Microsoft Game Studios Japan,T,1
Vacation Isle: Beach Party,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,69.0,,7.1,,Farsight Studios,E,1
The Walking Dead: Survival Instinct,WiiU,2013.0,Shooter,Activision,0.08,0.03,0.0,0.01,0.11,73.0,,4.6,49.0,Terminal Reality,M,1
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11,66.0,,7.6,,Unknown,Unknown,1
Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,81.0,19.0,7.7,19.0,Career Soft,T,1
Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,70.0,,7.5,,Unknown,Unknown,1
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,54.0,25.0,8.3,8.0,Capcom,E,1
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,58.0,7.6,226.0,Koei Tecmo Games,M,1
Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.01,0.11,74.0,16.0,8.2,19.0,"Pipeworks Software, Inc.",T,1
Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Omega Force,T,1
Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,Ubisoft,0.0,0.09,0.0,0.02,0.11,68.0,,7.4,,Unknown,Unknown,1
The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.11,68.0,,7.4,,Headstrong Games,E10+,1
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,73.0,41.0,8.2,23.0,Swordfish Studios,M,1
Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,82.0,15.0,8.7,11.0,Konami,T,1
International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,75.0,,7.4,,Unknown,Unknown,1
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0,Wideload Games Inc.,M,1
Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,25.0,13.0,3.6,18.0,HotGen,T,1
Girl Time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11,70.0,,7.5,,THQ,E,1
Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,28.0,17.0,3.9,26.0,WayForward,E,1
MLB 13: The Show,PSV,2013.0,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.0,7.5,21.0,SCEA San Diego Studios,E,1
Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.1,0.0,0.0,0.01,0.11,66.0,,7.6,,PopCap,E,1
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,52.0,17.0,6.8,8.0,Acclaim Studios Cheltenham,E,1
Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11,69.0,,7.1,,Namco Bandai Games America,T,1
The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.11,72.0,,8.9,39.0,SNK,T,1
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11,73.0,,7.4,,Unknown,Unknown,1
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11,66.0,,7.6,,Unknown,Unknown,1
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.0,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio,E10+,1
Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11,55.0,30.0,6.7,20.0,Black Hole Games,M,1
Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,17.0,7.7,6.0,Ubisoft Montreal,T,1
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore,T,1
Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11,70.0,17.0,7.4,,"Tecmo, Ntreev Soft",E10+,1
Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.03,0.0,0.01,0.11,44.0,5.0,7.7,,Black Lantern Studios,E,1
Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,74.0,,7.8,,Unknown,Unknown,1
Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.1,0.0,0.0,0.01,0.11,73.0,,7.8,,Frima Studio,E,1
Jikkyou Powerful Pro Yakyuu '95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11,75.0,,7.4,,Unknown,Unknown,1
Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,53.0,34.0,8.0,8.0,Vicious Cycle,T,1
Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,39.0,5.0,2.0,6.0,Papaya Studios,E10+,1
Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11,69.0,,7.4,,Unknown,Unknown,1
Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,68.0,39.0,7.7,27.0,Darkworks,M,1
Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light,E10+,1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11,69.0,,7.1,,Unknown,Unknown,1
My SAT Coach with The Princeton Review,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,69.0,,7.1,,Unknown,Unknown,1
NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,81.0,19.0,8.5,13.0,Black Box,E,1
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,48.0,18.0,7.5,4.0,From Software,T,1
The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.1,0.0,0.0,0.01,0.11,65.0,9.0,7.6,,Her Interactive,E,1
Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,Rage Software,T,1
Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,70.0,,7.5,,Unknown,Unknown,1
Transformer: Rise of the Dark Spark,PS3,2014.0,Action,Activision,0.04,0.04,0.01,0.02,0.11,68.0,,7.4,,Unknown,Unknown,1
Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11,68.0,,9.5,1273.0,Handheld Games,E,1
Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,75.0,,7.4,,Unknown,Unknown,1
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,Terminal Reality,M,1
MotoGP 14 ,PS3,2014.0,Racing,Milestone S.r.l.,0.05,0.05,0.0,0.02,0.11,69.0,,7.4,,Milestone S.r.l,E,1
Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,73.0,,7.4,,Unknown,Unknown,1
ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,43.0,7.0,6.3,4.0,Acclaim,E,1
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,69.0,5.0,9.0,74.0,Dimps Corporation,T,1
Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,51.0,10.0,5.4,5.0,Griptonite Games,E10+,1
Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,68.0,,7.4,,Unknown,Unknown,1
TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11,37.0,7.0,4.1,12.0,Ubisoft Montreal,E10+,1
J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,75.0,,7.4,,Unknown,Unknown,1
Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11,63.0,5.0,2.8,6.0,Ubisoft,E,1
Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,68.0,,7.4,,Unknown,Unknown,1
Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.07,0.03,0.0,0.01,0.11,68.0,,7.4,,Unknown,Unknown,1
Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,,7.5,,Agatsuma Entertainment,E,1
Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,52.0,6.0,7.1,,Human Soft,E,1
Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11,73.0,,6.8,8.0,Sensory Sweep,E,1
Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11,66.0,18.0,7.4,,Wow Entertainment,E,1
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,66.0,,7.6,,Unknown,Unknown,1
WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11,72.0,,3.4,5.0,THQ,T,1
MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,80.0,10.0,8.8,11.0,Konami,E,1
Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.0,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid,M,1
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11,69.0,,7.1,,Unknown,Unknown,1
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,58.0,25.0,7.5,18.0,"EA Tiburon, n-Space",T,1
Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11,73.0,,7.8,,Unknown,Unknown,1
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,T,1
AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66.0,22.0,7.0,6.0,KCE Studios,T,1
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,66.0,,7.6,,Unknown,Unknown,1
Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11,69.0,,7.7,,Unknown,Unknown,1
Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11,26.0,4.0,3.8,8.0,Eutechnyx,T,1
The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11,69.0,,7.7,,Unknown,Unknown,1
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11,68.0,20.0,8.9,27.0,Capcom,T,1
Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11,55.0,4.0,6.4,5.0,Beyond Games,E,1
Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,59.0,15.0,7.3,9.0,Ubisoft,E10+,1
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,68.0,,7.4,,Unknown,Unknown,1
de Blob 2,DS,2011.0,Platform,THQ,0.08,0.02,0.0,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios,E,1
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft,M,1
Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11,70.0,,7.5,,THQ,E,1
Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.1,0.0,0.0,0.01,0.11,70.0,,7.5,,Deep Silver,E,1
EA Replay,PSP,2006.0,Action,Electronic Arts,0.1,0.0,0.0,0.01,0.11,56.0,19.0,7.4,,Team Fusion,T,1
Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11,70.0,16.0,7.4,,Konami,E,1
Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0,0.11,72.0,5.0,7.6,,WorkJam,T,1
Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.1,0.01,0.0,0.01,0.11,66.0,,7.6,,Void Productions,E,1
LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.0,0.02,0.11,70.0,5.0,7.4,,TT Fusion,E10+,1
Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,57.0,7.0,5.3,12.0,Red Tribe,E10+,1
FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.0,0.0,0.01,0.11,77.0,17.0,7.7,20.0,EA Sports,E,1
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games,T,1
The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11,73.0,,5.3,6.0,FUN Labs,T,1
